#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	taxonomic scope	eggNOG OGs	best eggNOG OG	COG Functional cat.	eggNOG free text desc.
orf00001_1	683083.C414_000160033	0.0	1304.0	Epsilonproteobacteria			5.99.1.2	ko:K03169					ko00000,ko01000,ko03032				Bacteria	1MUFZ@1224,2YNQ3@29547,42NQG@68525,COG0550@1,COG0550@2	NA|NA|NA	L	Bacterial DNA topoisomeraes I ATP-binding domain
orf00002_1	683083.C414_000160021	1.12e-256	708.0	Epsilonproteobacteria	traC			ko:K06919					ko00000				Bacteria	1QV6T@1224,2YMBN@29547,43BNT@68525,COG4643@1,COG4643@2	NA|NA|NA	S	TOPRIM
orf00003_1	683083.C414_000160020	2.47e-41	137.0	Epsilonproteobacteria													Bacteria	1Q3SU@1224,2AJ7A@1,2YQUQ@29547,319S3@2,42XSA@68525	NA|NA|NA		
orf00006_1	683083.C414_000160018	8.14e-42	137.0	Epsilonproteobacteria													Bacteria	1QSXW@1224,2YQQY@29547,42X4E@68525,COG1598@1,COG1598@2	NA|NA|NA	S	HicB_like antitoxin of bacterial toxin-antitoxin system
orf00007_1	683083.C414_000160017	1.65e-41	136.0	Epsilonproteobacteria													Bacteria	1Q5KH@1224,2YSD8@29547,431EZ@68525,COG1724@1,COG1724@2	NA|NA|NA	N	HicA toxin of bacterial toxin-antitoxin,
orf00008_1	683083.C414_000160016	0.0	1150.0	Epsilonproteobacteria	dnaG		3.6.4.12	ko:K02314,ko:K02316,ko:K17680	ko03030,ko04112,map03030,map04112				ko00000,ko00001,ko01000,ko03029,ko03032				Bacteria	1Q67J@1224,2YQXF@29547,42X17@68525,COG0305@1,COG0305@2	NA|NA|NA	L	AAA domain
orf00009_1	683083.C414_000160015	2.1e-119	343.0	Epsilonproteobacteria													Bacteria	1RIV6@1224,2YPYR@29547,42UK1@68525,COG1961@1,COG1961@2	NA|NA|NA	L	Resolvase, N terminal domain
orf00010_1	683083.C414_000160014	7.62e-69	209.0	Epsilonproteobacteria	VY92_07535												Bacteria	1Q532@1224,2YS3N@29547,430FE@68525,COG3309@1,COG3309@2	NA|NA|NA	S	Virulence-associated protein D
orf00011_1	683083.C414_000160013	3.31e-75	224.0	Epsilonproteobacteria													Bacteria	1Q1KB@1224,2BP5C@1,2YPXI@29547,32HW8@2,42TWG@68525	NA|NA|NA		
orf00013_1	683083.C414_000160012	2.53e-33	115.0	Epsilonproteobacteria													Bacteria	1QA2S@1224,2BH9D@1,2YQW9@29547,32BAV@2,42XDT@68525	NA|NA|NA	S	TrbC/VIRB2 family
orf00014_1	683083.C414_000160011	0.0	1759.0	Epsilonproteobacteria	virB4			ko:K03199,ko:K12080,ko:K12108,ko:K20530	ko02024,ko03070,ko05120,map02024,map03070,map05120	M00333,M00564			ko00000,ko00001,ko00002,ko02044	3.A.7,3.A.7.12.1,3.A.7.3.1,3.A.7.4			Bacteria	1MXH0@1224,2YME2@29547,42N1G@68525,COG3451@1,COG3451@2	NA|NA|NA	U	COG3451 Type IV secretory pathway, VirB4 components
orf00015_1	683083.C414_000160010	1.22e-106	310.0	Epsilonproteobacteria													Bacteria	1PSTP@1224,2YRWJ@29547,4302I@68525,COG3646@1,COG3646@2	NA|NA|NA	S	Phage regulatory protein Rha (Phage_pRha)
orf00016_1	556267.HWAG_01605	3.08e-96	283.0	Epsilonproteobacteria													Bacteria	1PCKB@1224,2A4E5@1,2YQF3@29547,30SZZ@2,42W9W@68525	NA|NA|NA		
